submission_id,submitted_answer,submission_time,exercise_id,is_correct,student_id,category
1776,"select id from person 
where year_born=(select max(year_born)
from person
where year_born<(select max(year_born)from person));",2018-08-23 00:31:53.78035+10,3,1,184,correct
1777,"SELECT id FROM PERSON WHERE year_born=
(SELECT MAX(year_born) FROM PERSON)>
(SELECT MAX(year_born) FROM PERSON);",2018-08-23 00:33:24.169568+10,3,0,243,partially correct
1778,"SELECT id FROM PERSON WHERE year_born=
(SELECT MAX(year_born) FROM PERSON WHERE year_born<
(SELECT MAX(year_born) FROM PERSON));",2018-08-23 00:34:08.235281+10,3,1,243,correct
1779,"select p.id,p.first_name,p.last_name from person p,writer w, director d
where p.id = d.id and d.id = w.id
group by d.id
having count(*)>2;",2018-08-23 00:34:45.224029+10,4,1,203,correct
1780,ii;,2018-08-23 00:36:02.842718+10,3,0,228,noninterpretable
1781,;,2018-08-23 00:36:58.795555+10,14,0,184,noninterpretable
1782,"SELECT dir.id,da.award_name,da.category FROM DIRECTOR dir INNER JOIN DIRECTOR_AWARD da ON dir.title=da.title WHERE result='nominated';",2018-08-23 00:39:32.845364+10,13,0,243,partially correct
1783,"SELECT d.id,da.award_name,da.category 
FROM
    director_award da,
    director d
WHERE
    da.title = d.title
    AND da.production_year = d.production_year
    AND lower(da.result)= 'nominated'
    AND d.id NOT IN (
        SELECT
            id
        FROM
            director_award da,
            director d
        WHERE
            da.title = d.title
            AND da.production_year = d.production_year
            AND lower(da.result)= 'won' );",2018-08-23 00:40:46.644169+10,13,0,243,partially correct
1784,"SELECT d.id,da.award_name,da.year_of_award,da.category 
FROM
    director_award da,
    director d
WHERE
    da.title = d.title
    AND da.production_year = d.production_year
    AND lower(da.result)= 'nominated'
    AND d.id NOT IN (
        SELECT
            id
        FROM
            director_award da,
            director d
        WHERE
            da.title = d.title
            AND da.production_year = d.production_year
            AND lower(da.result)= 'won' );",2018-08-23 00:41:56.690593+10,13,1,243,correct
1785,"select distinct first_name, last_name from PERSON inner join WRITER on PERSON.id= WRITER.id where year_born='1935';",2018-08-23 00:44:24.698373+10,1,0,264,partially correct
1786,select count(*) from PERSON where exists(select * from WRITER where PERSON.id=WRITER.id and PERSON.year_born=1935);,2018-08-23 00:48:03.798615+10,1,1,264,correct
1787,"select * from person
where year_born =1935;",2018-08-23 00:54:13.004126+10,1,0,265,partially correct
1788,select production_year from MOVIE where exists(select count(title) from MOVIE where production_year >= '1991' and production_year <= '1993');,2018-08-23 01:02:59.210395+10,2,0,264,partially correct
1789,"select production_year, count(*) from MOVIE where production_year > 1990 and production_year < 1994 group by production_year;",2018-08-23 01:04:38.706763+10,2,1,264,correct
1790,select count(*) from PERSON where not(select id from DIRECTOR where PERSON.id = DIRECTOR.id);,2018-08-23 01:08:42.538636+10,12,0,264,partially correct
1791,select count(*) from PERSON where not exists(select id from DIRECTOR where PERSON.id = DIRECTOR.id);,2018-08-23 01:09:30.684438+10,12,1,264,correct
1792,"select id,first_name,last_name from PERSON where exists(select * from DIRECTOR where exists(select * from writer where PERSON.id = WRITER.id)); ",2018-08-23 01:16:20.2633+10,4,0,264,partially correct
1793,"select id, first_name, last_name from ( person natural join director natural join writer) group by id having count(*)>1;
",2018-08-23 01:19:20.155234+10,4,1,264,correct
1794,"select title, production_year from (writer inner join WRITER on PERSON.id = WRITER.id )where person.name = 'Kevin Williamson';",2018-08-23 01:28:44.30873+10,5,0,264,noninterpretable
1795,"SELECT PERSON.id, first_name, last_name FROM (PERSON NATURAL JOIN DIRECTOR NATURAL JOIN WRITER) as w GROUP BY w.id HAVING COUNT(*) >1;",2018-08-23 01:48:04.295936+10,4,1,26,correct
1796,"SELECT count(title) FROM Movie
WHERE production_year = 1991 or 1992 or 1993;",2018-08-23 03:10:22.536267+10,2,0,45,partially correct
1797,"
GROUP BY production_year;",2018-08-23 03:11:50.857067+10,2,0,45,noninterpretable
1798,"select count(*)
from writer as w
inner join person as p on w.id = p.id
where p.year_born = 1935;",2018-08-23 08:29:59.56133+10,1,0,37,partially correct
1799,"select count(distinct w.id)
from writer as w
inner join person as p on w.id = p.id
where p.year_born = 1935;",2018-08-23 08:30:42.11565+10,1,1,37,correct
1800,"SELECT title,production_year FROM person NATURAL JOIN writer
WHERE lower(first_name) = 'kevin'
AND lower(last_name) = 'williamson';",2018-08-23 08:31:35.893128+10,5,1,25,correct
1801,"select production_year, count(distinct title)
from movie 
where production_year in (1993, 1992, 1991)
group by production_year
;",2018-08-23 08:33:27.148436+10,2,1,37,correct
1802,"SELECT country FROM restriction
WHERE lower(description) = 'm'
AND lower(title) = 'shakespeare in love';
",2018-08-23 08:36:16.829653+10,6,1,25,correct
1803,"select count(distinct w.id)
from writer as w
left join movie as m on m.title = w.title and m.production_year = w.production_year
where m.title is null;",2018-08-23 08:37:04.643271+10,12,0,37,partially correct
1804,"SELECT id,first_name,last_name FROM person
WHERE year_born = (SELECT MAX(year_born) FROM person);
",2018-08-23 08:38:44.732252+10,7,1,25,correct
1805,"select count(distinct d.id)
from person as d
left join director as p on d.id = p.id
where p.id is null;",2018-08-23 08:39:13.065459+10,12,1,37,correct
1806,"with t1 as (
	select count(*) as num, p.id, p.first_name, p.last_name
	from movie as m
	inner join director as d on m.title = d.title and m.production_year = d.production_year
	inner join person as p on p.id = d.id
	inner join writer as w on p.id = w.id and m.title = w.title and m.production_year = w.production_year
	group by p.id, p.first_name, p.last_name
)
select id, first_name, last_name
from t1
where num >= 2;",2018-08-23 08:44:07.863628+10,4,1,37,correct
1807,"select m.title, m.production_year
from movie as m
inner join writer as w on m.title = w.title and m.production_year = w.production_year
inner join person as p on w.id = p.id
where p.first_name = 'Kevin' and p.last_name = 'Williamson'
;",2018-08-23 08:48:37.46322+10,5,1,37,correct
1808,"select distinct m.country
from movie as m
inner join restriction as r on m.title = r.title and m.production_year = r.production_year
where r.description = 'M';",2018-08-23 08:50:50.3754+10,6,0,37,partially correct
1809,"select distinct m.country
from movie as m
inner join restriction as r on m.title = r.title and m.production_year = r.production_year
where r.description = 'M' and lower(r.title) = '‘Shakespeare in Love'
;",2018-08-23 08:51:53.857661+10,6,0,37,partially correct
1810,"select distinct m.country
from movie as m
inner join restriction as r on m.title = r.title and m.production_year = r.production_year
where r.description = 'M' and lower(r.title) = '‘hakespeare in ove'
;",2018-08-23 08:52:01.013371+10,6,0,37,partially correct
1811,"select r.country
from restriction as r 
where r.description = 'M' and lower(r.title) = '‘hakespeare in ove'
;",2018-08-23 08:52:24.065368+10,6,0,37,partially correct
1812,"select r.country
from restriction as r 
where r.description = 'M' and lower(r.title) = '‘shakespeare in ove'
;",2018-08-23 08:53:25.994661+10,6,0,37,partially correct
1813,"select r.country
from restriction as r 
where r.description = 'M' and lower(r.title) = '‘shakespeare in ove'
;",2018-08-23 08:53:32.231996+10,6,0,37,partially correct
1814,"select r.country
from restriction as r 
where r.description = 'M' and lower(r.title) = 'shakespeare in love'
;",2018-08-23 08:54:34.081268+10,6,1,37,correct
1815,"with t1 as (
	select min(year_born) as y
	from person
)
select p.id, p.first_name, p.last_name
from person as p 
inner join t1 on t1.y = p.year_born;",2018-08-23 08:56:37.534214+10,7,0,37,partially correct
1816,"with t1 as (
	select max(year_born) as y
	from person
)
select p.id, p.first_name, p.last_name
from person as p 
inner join t1 on t1.y = p.year_born;",2018-08-23 08:57:16.8999+10,7,1,37,correct
1817," WITH winners AS (SELECT * FROM movie_award
 			WHERE lower(result) = 'won'
			AND lower(award_name) = 'bafta film award'
			AND lower(category) = 'best film')

SELECT title,production_year,f FROM person NATURAL JOIN director
WHERE title IN (SELECT title FROM  winners);",2018-08-23 08:59:47.361701+10,8,0,25,noninterpretable
1818," WITH winners AS (SELECT * FROM movie_award
 			WHERE lower(result) = 'won'
			AND lower(award_name) = 'bafta film award'
			AND lower(category) = 'best film')

SELECT title,production_year,first_name,last_name FROM person NATURAL JOIN director
WHERE title IN (SELECT title FROM  winners);",2018-08-23 09:00:01.961739+10,8,1,25,correct
1819,"select id
from appearance natural join role 
where title = 'Psycho' and production_year = '1960'
group by id having count(*) =1;",2018-08-23 09:03:35.17625+10,10,1,28,correct
1820,"WITH woody AS (SELECT id FROM writer NATURAL JOIN person
			WHERE lower(first_name) = 'woody'
			AND lower(last_name) = 'allen')
			
SELECT COUNT(*) FROM writer award
WHERE lower('result') = 'won'
AND year_of_award >= 1991 AND year_of_award <= 1995
AND id IN (SELECT * FROM woody);",2018-08-23 09:14:29.186494+10,9,0,25,noninterpretable
1821,"select id, award_name, year_of_award, category
from director_award natural join director
where id not in(
select id
from director_award natural join director
where result = 'won');",2018-08-23 09:14:57.373561+10,13,1,28,correct
1822,"SELECT year_born, COUNT(*)
FROM PERSON
GROUP BY year_born HAVING COUNT(*)=1935;",2018-08-23 09:16:19.726895+10,1,0,182,partially correct
1823,"WITH woody AS (SELECT id FROM writer NATURAL JOIN person
			WHERE lower(first_name) = 'woody'
			AND lower(last_name) = 'allen')
			
SELECT COUNT(*) FROM writer_award
WHERE lower(result) = 'won'
AND year_of_award >= 1991 AND year_of_award <= 1995
AND id IN (SELECT * FROM woody);",2018-08-23 09:16:24.837288+10,9,1,25,correct
1824,"select count(*)
from movie
where title not in(
select title from movie natural join movie_award
union
select title from movie natural join crew_award
union
select title from movie natural join director_award
union
select title from movie natural join writer_award
union
select title from movie natural join actor_award);",2018-08-23 09:27:27.605966+10,11,0,28,partially correct
1825,"select p.first_name, p.last_name
from movie_award as ma
inner join movie as m on ma.title = m.title and ma.production_year = m.production_year
inner join director as d on d.title = m.title and d.production_year = m.production_year
inner join person as p on p.id = d.id
where lower(ma.award_name) = 'bafta film award'
	and lower(ma.category) = 'best film';",2018-08-23 09:36:21.797572+10,8,0,37,partially correct
1967,"select distinct last_name from writer,person where year_born = 1935 and writer.id = person.id;",2018-08-23 17:05:03.690241+10,1,0,209,partially correct
2092,"SELECT count(*) 
FROM person 
WHERE EXISTS (SELECT * FROM writer WHERE writer.id = person.id AND person.year_born = 1935);",2018-08-24 05:18:37.054933+10,1,1,256,correct
1826,"select ma.title, ma.production_year, p.first_name, p.last_name
from movie_award as ma
inner join movie as m on ma.title = m.title and ma.production_year = m.production_year
inner join director as d on d.title = m.title and d.production_year = m.production_year
inner join person as p on p.id = d.id
where lower(ma.award_name) = 'bafta film award'
	and lower(ma.category) = 'best film';",2018-08-23 09:36:53.278644+10,8,0,37,partially correct
1827,"select ma.title, ma.production_year, p.first_name, p.last_name
from movie_award as ma
inner join movie as m on ma.title = m.title and ma.production_year = m.production_year
inner join director as d on d.title = m.title and d.production_year = m.production_year
inner join person as p on p.id = d.id
where lower(ma.award_name) = 'bafta film award'
	and lower(ma.category) = 'best film'
	and lower(result) = 'won';",2018-08-23 09:37:30.208098+10,8,1,37,correct
1828,"WITH scenecount AS (SELECT ID, COUNT(id) tot FROM appearance NATURAL JOIN role
WHERE lower(title) = 'psycho'
AND profuciton_year = 1960
GROUP BY id)

SELECT id FROM scenecount
WHERE tot = 1;",2018-08-23 09:39:23.298266+10,10,0,25,noninterpretable
1829,"WITH scenecount AS (SELECT ID, COUNT(id) tot FROM appearance NATURAL JOIN role
WHERE lower(title) = 'psycho'
AND production_year = 1960
GROUP BY id)

SELECT id FROM scenecount
WHERE tot = 1;",2018-08-23 09:39:46.161817+10,10,1,25,correct
1830,select count(*) from person as p where exists(select * from writer as w where w.id =p.id and p.year_born=1935);,2018-08-23 09:45:43.342577+10,1,1,266,correct
1831,"SELECT title,COUNT(*)
FROM MOVIE 
GROUP BY title HAVING production_year>1990 AND production_year<1994;",2018-08-23 09:48:30.990555+10,2,0,182,partially correct
1832,"with t1 as(
	select *
	from writer_award as wa
	where wa.year_of_award between 1991 and 1995
		and lower(wa.result) = 'won'
),
t2 as (
	select * 
	from person
	where first_name = 'Woody' and last_name = 'Allen'
)
select count(*) as num
from t1
inner join writer as w on t1.id = w.id
	and t1.title = w.title
	and t1.production_year = w.production_year
inner join t2 on w.id = t2.id;",2018-08-23 09:49:00.514537+10,9,1,37,correct
1833,"
select count(*) from PERSON where first_name = Kevin and last_name = Williamson;",2018-08-23 09:54:24.835277+10,5,0,146,noninterpretable
1834,"SELECT production_year,COUNT(*)
FROM MOVIE 
GROUP BY production_year HAVING production_year>1990 AND production_year<1994;",2018-08-23 09:55:36.305026+10,2,1,182,correct
1835,"select w.title, w.production_year from writer w, person p where w.id = p.id and lower(first_name) = 'kevin' and lower(last_name) = 'Williamson';",2018-08-23 09:57:23.009848+10,5,0,146,partially correct
1836,"SELECT r.id
FROM scene s JOIN appearance a ON s.title=a.title JOIN role r ON s. title = r.title
WHERE s.production_year ='1960'
AND lower(a.title) = 'psycho'
GROUP BY r.id
HAVING count(*) = 1;",2018-08-23 10:01:05.374495+10,10,0,228,partially correct
1837,"select w.title, w.production_year 
from writer w, person p 
where w.id = p.id 
and lower(first_name) = 'kevin' and lower(last_name) = 'williamson';",2018-08-23 10:03:29.572856+10,5,1,146,correct
1838,select country from RESTRICTION where ‘Shakespeare in Love’ as ‘M’;,2018-08-23 10:06:26.462176+10,6,0,146,noninterpretable
1839,"with t1 as(
	select m.title, m.production_year, c.id
	from movie as m
	inner join crew as c on m.title = c.title and m.production_year = c.production_year
	where m.title = 'Psycho' 
		and m.production_year = 1960
),
t2 as (
	select m.title, m.production_year, c.id
	from movie as m
	inner join role as c on m.title = c.title and m.production_year = c.production_year
	where m.title = 'Psycho' 
		and m.production_year = 1960
)
select id
from t1
union
select id
from t2;",2018-08-23 10:08:29.874287+10,10,0,37,partially correct
1840,"SELECT COUNT(*)
FROM person LEFT JOIN director ON person.id=director.id;",2018-08-23 10:11:12.44626+10,12,0,182,partially correct
1841,"select country from RESTRICTION 
where lower(title)='shakespeare in love' and description = 'M';",2018-08-23 10:12:18.385262+10,6,1,146,correct
1842,"select id, first_name, last_name from person where max(year_born);",2018-08-23 10:15:34.972835+10,7,0,146,noninterpretable
1843,"with t1 as (
	select r.id, count(*) as num
	from role as r
	inner join appearance as a on r.title = a.title
		and r.production_year = a.production_year
		and r.description = a.description
	inner join scene as s on s.title = a.title
		and s.scene_no = a.scene_no
		and s.production_year = a.production_year
	where a.title = 'Psycho'
		and a.production_year = 1960
	group by r.id
)
select id
from t1
where num = 1;",2018-08-23 10:16:39.809454+10,10,1,37,correct
1844,"select id, first_name, last_name from person p 
where p.year_born = (select max(year_born) from person);",2018-08-23 10:17:59.207841+10,7,1,146,correct
1845,best film;,2018-08-23 10:23:14.187747+10,8,0,146,noninterpretable
1846,"select count(*)
from PERSON p
where exists ( select * from WRITER w where w.id = p.id AND p.year_born = 1935);",2018-08-23 10:27:50.420071+10,1,1,250,correct
1847,"SELECT COUNT(*)
FROM person p
WHERE NOT EXISTS (SELECT * 
                  FROM director d 
		 	 WHERE p.id = d.id);

",2018-08-23 10:30:52.025235+10,12,1,182,correct
1848,"SELECT COUNT(*)
FROM person
WHERE NOT EXISTS(SELECT*
	FROM director 
	WHERE person.id=director.id);",2018-08-23 10:34:22.050964+10,12,1,182,correct
1849,"with t1 as (
	select count(*) as tt
	from movie
),
t2 as (
	select count(distinct m.title) as tt
	from movie as m
		inner join director as d on d.title = m.title and d.production_year = m.production_year
		inner join crew as c on c.title = m.title and c.production_year = m.production_year
		inner join writer as w on m.title = w.title and m.production_year = w.production_year
		inner join role as r on r.title = m.title and r.production_year = w.production_year
		left join movie_award as ma on ma.title = m.title and ma.production_year = m.production_year
	left join director_award as da on da.title = d.title and da.production_year = d.production_year
	left join writer_award as wa on wa.id = w.id and wa.title = w.title and wa.production_year = w.production_year
	left join crew_award as ca on ca.id = c.id and ca.title = c.title and ca.production_year = c.production_year
	left join actor_award as aa on aa.title = r.title and aa.production_year = r.production_year and aa.description = r.description
	where lower(ma.result) = 'won'
		or lower(da.result) = 'won'
		or lower(wa.result) = 'won'
		or lower(ca.result) = 'won'
		or lower(aa.result) = 'won'
)
select t1.tt - t2.tt
from t1, t2;",2018-08-23 10:34:41.721314+10,11,0,37,partially correct
1850,"SELECT COUNT(*)
FROM PERSON
WHERE EXISTS(SELECT*
	FROM writer WHERE PERSON.ID=WRITER.ID AND person.year_born=1935);",2018-08-23 10:38:53.020848+10,1,1,182,correct
1851,"SELECT COUNT(*
FROM PERSON, WRITER
WHERE PERSON.id=WRITER.id AND PERSON.year_born=1935;",2018-08-23 10:39:11.536399+10,1,0,173,noninterpretable
1852,"select count(*) from writer, person 
where person.id =writer.id and year_born=1935;",2018-08-23 10:40:31.113244+10,1,0,197,partially correct
1853,"select production_year, count (*) from movie where ;
",2018-08-23 10:41:14.535209+10,2,0,138,noninterpretable
1854,SELECT COUNT(*) FROM DIRECTOR;,2018-08-23 10:41:21.754671+10,14,0,243,partially correct
1855,"SELECT x.id 
FROM (SELECT x1.id, count(*) AS NoOfWorkedON 
	FROM (SELECT d.id, title, production_year 
		FROM director d 
		UNION 
		SELECT w.id, title, production_year 
		FROM writer w) x1 
		GROUP BY x1.id) x 
WHERE x.NoOfWorkedON= 
	(SELECT MAX(x2.NoOfWorkedON) 
	FROM (SELECT x1.id, count(*) AS NoOfWorkedON 
		FROM (SELECT d.id, title, production_year 
			FROM director d 
			UNION 
			SELECT w.id, title, production_year 
			FROM writer w) x1 
			GROUP BY x1.id) x2);",2018-08-23 10:42:56.381838+10,14,1,243,correct
1856,"select m.production_year
from m
where count(m.production_year) AS NumberofMovie
group by m.production_year;",2018-08-23 10:45:05.152893+10,2,0,250,noninterpretable
1857,"SELECT p.first_name,p.last_name, r.title,r.production_year,r.description
FROM PERSON p NATURAL JOIN ROLE r 
WHERE noOfRoles=(SELECT MAX(c) FROM (SELECT COUNT(*) AS c FROM ROLE GROUP BY id))
GROUP BY r.id;",2018-08-23 10:46:54.442677+10,15,0,243,noninterpretable
1858,"select count(*) from person 
where person.id in  ( select distinct person.id from person, writer where person.id =writer.id and year_born=1935);",2018-08-23 10:46:59.844633+10,1,1,197,correct
1859,"SELECT
    p.first_name,
    p.last_name,
    r.title,
    r.production_year,
    r.description
FROM
    person p,
    ROLE r,
    (
        SELECT
            id,
            count(*) AS number_of_roles
        FROM
            ROLE
        GROUP BY
            id ) AS b
WHERE
    r.id = p.id
    AND p.id = b.id
    AND b.number_of_roles IN (
        SELECT
            max(number_of_roles)
        FROM (
                SELECT
                    id,
                    count ( * ) AS number_of_roles
                FROM
                    ROLE
                GROUP BY
                    id ) AS a );",2018-08-23 10:47:32.111017+10,15,1,243,correct
1860,"select production_year, count(*)
from movie
where production_year > 1990 AND production_year < 1994
group by production_year;",2018-08-23 10:47:50.113159+10,2,1,250,correct
1861,"SELECT id, first_name, last_name
FROM person
WHERE EXISTS(SELECT *
	FROM writer, director
	WHERE writer.id=director.id AND writer.id=person.id AND director.id = person.id);",2018-08-23 10:48:26.337266+10,4,0,182,partially correct
1862,select count(person.id) from person where left join director;,2018-08-23 10:50:33.314322+10,12,0,138,noninterpretable
1863,"select production_year, count(*)
from movie
where production_year in (1993, 1992 ,1991)
group by production_year;",2018-08-23 10:50:57.158681+10,2,1,197,correct
1864,"SELECT id
FROM person p
WHERE year_born=(
SELECT MAX(year_born) FROM person WHERE year_born<(
SELECT MAX(year_born) FROM person));",2018-08-23 10:52:33.436278+10,3,1,228,correct
1865,"select count(*)
from person p
where exists ( select * from director d where d.id = p.id );",2018-08-23 10:54:26.848072+10,12,0,250,partially correct
1866,"select count(*)
from person p
where not exists ( select * from director d where d.id = p.id );",2018-08-23 10:55:57.836146+10,12,1,250,correct
1867,"with t1 as (
	select count(*) as tt
	from movie
),
t2 as (
	select count(distinct m.title || m.production_year) as tt
	from movie as m
		left join director as d on d.title = m.title and d.production_year = m.production_year
		left join crew as c on c.title = m.title and c.production_year = m.production_year
		left join writer as w on m.title = w.title and m.production_year = w.production_year
		left join role as r on r.title = m.title and r.production_year = w.production_year
		left join movie_award as ma on ma.title = m.title and ma.production_year = m.production_year
	left join director_award as da on da.title = d.title and da.production_year = d.production_year
	left join writer_award as wa on wa.id = w.id and wa.title = w.title and wa.production_year = w.production_year
	left join crew_award as ca on ca.id = c.id and ca.title = c.title and ca.production_year = c.production_year
	left join actor_award as aa on aa.title = r.title and aa.production_year = r.production_year and aa.description = r.description
	where lower(ma.result) = 'won'
		or lower(da.result) = 'won'
		or lower(wa.result) = 'won'
		or lower(ca.result) = 'won'
		or lower(aa.result) = 'won'
)
select t1.tt - t2.tt
from t1, t2;",2018-08-23 11:01:33.729687+10,11,1,37,correct
1868,"SELECT id,award_name,year_of_award,category
FROM director_award da,director d
WHERE da.title=d.title
AND da.production_year=d.production_year
AND result='nominated'
AND d.id NOT IN(
SELECT id
FROM director_award da,director d
WHERE
result='won'
AND da.title=d.title
AND da.production_year=d.production_year);",2018-08-23 11:02:48.385591+10,13,1,228,correct
1869,"select max(p.year_born)
from person as p
where p.year_born < (
	select max(year_born)
	from person
);",2018-08-23 11:07:57.162755+10,3,0,37,partially correct
1870,"SELECT count(*)
FROM writer w, person p
WHERE w.id=p.id
AND year_born=1935;",2018-08-23 11:07:59.958005+10,1,0,228,partially correct
1871,"select p.id
from person as p
inner join(
  select max(p.year_born)as yb
  from person as p
  where p.year_born < (
	  select max(year_born)
	  from person
  )
) as t on p.year_born = t.yb;",2018-08-23 11:09:08.423314+10,3,1,37,correct
1872,"SELECT COUNT(DISTINCT PERSON.id)
FROM PERSON, WRITER
WHERE PERSON.id=WRITER.id AND PERSON.year_born=1935;",2018-08-23 11:17:12.971194+10,1,1,173,correct
1873,"SELECT title, production_year
FROM writer
WHERE EXISTS(SELECT*
	FROM person WHERE person.first_name=Kevin AND person.last_name=Willamson);",2018-08-23 11:20:25.336248+10,5,0,182,noninterpretable
1874,"with nominated as(
	select p.id, count(*) as num
	from director_award as da
	inner join director as d on da.title = d.title and da.production_year = d.production_year
	inner join person as p on d.id = p.id
	where lower(da.result) = 'nominated'
	group by p.id
	having count(*) >= 1
),
won as (
	select distinct p.id
	from director_award as da
	inner join director as d on da.title = d.title and da.production_year = d.production_year
	inner join person as p on d.id = p.id
	where lower(da.result) = 'won'
),
getID as (
	select distinct n.id
	from nominated as n
	left join won as w on n.id = w.id
	where w.id is null
)
select g.id, da.award_name, da.year_of_award, da.category
from getID as g
inner join director as d on g.id = d.id
inner join director_award as da on d.title = da.title and d.production_year = da.production_year
;",2018-08-23 11:25:27.776652+10,13,1,37,correct
1875,"SELECT production_year,count(*)
FROM movie
WHERE production_year=1993 
OR production_year=1992 
OR production_year=1991
GROUP BY production_year;
",2018-08-23 11:27:40.841834+10,2,1,228,correct
1876,"SELECT title, production_year
FROM writer
WHERE exists(SELECT * FROM person 
WHERE writer.id=person.id AND person.first_name=""Kevin"" AND person.last_name=""Williamson"");",2018-08-23 11:29:22.490489+10,5,1,182,correct
1877,"SELECT title, production_year
FROM writer w
WHERE EXISTS( SELECT* FROM person p WHERE 
w.id=p.id
AND first_name='Kevin'
AND last_name='Williamson');",2018-08-23 11:33:58.954032+10,5,1,228,correct
1878,"SELECT country
FROM restriction
WHERE restriction.title=""Shakespeare in Love"" AND restriction.description=""M"";",2018-08-23 11:40:05.52306+10,6,1,182,correct
1879,"with comb(
	select distinct m.title, m.production_year, d.id as did, w.id as wid
	from movie as m
	left join director as d on m.title = d.title and m.production_year = d.production_year
	left join writer as w on m.title = w.title and m.production_year = w.production_year
),
dirnum(
	select count(distinct title||production_year) as dnum, did
	from comb
	group by did
),
wrinum(
	select count(distinct title||production_year) as wnum, wid
	from comb
	group by wid
),
tog(
	select count(distinct title||production_year) as dwnum, tid
	from comb
	where did = wid
	group by did
);
",2018-08-23 11:41:31.02883+10,14,0,37,noninterpretable
1880,"SELECT m.title, m.production_year, b.first_name, b.last_name FROM   
   (SELECT * FROM (SELECT * FROM movie_award l 
	WHERE l.award_name='BAFTA'
	AND l.category='Best Film') as h LEFT join director ON h.title=director.title) as m, person b
   where m.id=b.id;
  ",2018-08-23 11:41:55.187157+10,8,0,82,partially correct
1881,"select *
from person natural join DIRECTOR
where exists ( select DIRECTOR d
group by d.title
having count (*) > 1);",2018-08-23 11:44:35.404343+10,4,0,250,noninterpretable
1882,"select dw.id, dw.first_name, dw.last_name
from ( person p natural join director d natural join writer w ) AS dw
group by dw.id
having count (*) > 1;",2018-08-23 11:56:29.345826+10,4,1,250,correct
1883,"select dm.title, dm.production_year
from ( movie m natural join writer w natural join person p ) dm
where p.first_name = Kevin and p.last_name = Williamson;",2018-08-23 12:01:51.680671+10,5,0,250,noninterpretable
1884,"SELECT m.id, first_name, last_name
FROM person, (SELECT id, MAX(year_born) AS MYB 
	FROM person
	GROUP BY id) as m
WHERE person.year_born=m.MYB AND person.id=m.id;",2018-08-23 12:04:52.748828+10,7,0,182,partially correct
1885,"SELECT id, first_name, last_name
FROM person
WHERE person.year_born=(SELECT MAX(year_born)  
	FROM person);",2018-08-23 12:08:07.271729+10,7,1,182,correct
1886,"select dm.title, dm.production_year
from ( movie m natural join writer w natural join person p ) dm
where p.first_name = 'Kevin' and p.last_name = 'Williamson' ;",2018-08-23 12:11:33.242437+10,5,1,250,correct
1970,"SELECT count(*) 
FROM person p 
WHERE EXISTS (SELECT * FROM writer w WHERE w.id = p.id AND p.year_born = 1935);",2018-08-23 17:11:33.659988+10,1,1,256,correct
1887,"select m.title, m.production_year, b.first_name, b.last_name from 
    (SELECT * FROM movie_award l 
	WHERE lower(l.award_name)='bafta film award' 
	and lower(l.category)='best film' 
	and lower(result)='won') as m, person b, director 
   where m.title=director.title and m.production_year=director.production_year 
   and b.id=director.id;
  ",2018-08-23 12:22:32.750852+10,8,1,82,correct
1888,SELECT COUNT(DISTINCT id) FROM writer NATURAL JOIN person WHERE year_born=1935;,2018-08-23 12:27:39.448388+10,1,1,155,correct
1889,SELECT COUNT(DISTINCT writer.id) FROM writer INNER JOIN person ON person.id=writer.id AND year_born=1935;,2018-08-23 12:29:39.86747+10,1,1,155,correct
1890,"SELECT COUNT(DISTINCT writer.id) FROM writer, person WHERE person.id=writer.id AND year_born=1935;",2018-08-23 12:30:10.426324+10,1,1,155,correct
1891,"SELECT COUNT(*) FROM 
     (SELECT s.award_name from writer_award s, person b
	 where s.id=b.id 
	 and lower(b.first_name)='woody' 
	 and lower(b.last_name)='allen'
	 and s.production_year>1990
	 and s.production_year<1996);",2018-08-23 12:33:32.742473+10,9,1,82,correct
1892,"select country
from restriction r
where title = 'Shakespeare in Love' and description = 'M' ;",2018-08-23 12:35:08.430889+10,6,1,250,correct
1893,"SELECT COUNT(DISTINCT WRITER.id)
FROM WRITER, PERSON
WHERE(PERSON.id = WRITER.id)
			AND PERSON. year_born=1935;",2018-08-23 12:35:14.726456+10,1,1,273,correct
1894,"SELECT COUNT (DISTINCT w.id) from writer w, person p
WHERE w.id=p.id AND p.year_born = 1935;",2018-08-23 12:36:55.009357+10,1,1,274,correct
1895,"SELECT
    ma.title,
    ma.production_year,
    p.first_name,
    p.last_name
FROM (
        SELECT
            title,
            production_year
        FROM
            movie_award
        WHERE
            lower(award_name)= 'bafta film award'
            AND lower(category)= 'best film'
            AND lower(RESULT)= 'won' ) AS ma,
    director AS d,
    person AS p
WHERE
    ma.title = d.title
    AND ma.production_year = d.production_year
    AND d.id = p.id;",2018-08-23 12:39:42.923498+10,8,1,146,correct
1896,"select id, first_name, last_name
from person p;",2018-08-23 12:40:52.660517+10,7,0,250,partially correct
1897,"WITH scene_count AS (SELECT id,COUNT(id) tot FROM appearance NATURAL JOIN role
WHERE production_year = 1960
AND LOWER(title) = 'psycho'
GROUP BY id)

SELECT id FROM scene_count 
WHERE tot = 1
;",2018-08-23 12:44:44.260172+10,10,1,25,correct
1898,"select id, first_name, last_name
from person p
where p.year_born = ( select max ( year_born ) from person );",2018-08-23 12:45:22.777208+10,7,1,250,correct
